Date,Open,High,Low,Close,Adj Close,Volume
2020-03-30,56.252000,57.581500,54.824000,57.341000,57.341000,51481220
2020-03-31,57.365000,58.765500,56.907000,58.140500,58.140500,49759660
2020-04-01,56.100000,56.484500,54.872500,55.281000,55.281000,46883460
2020-04-02,54.913000,56.343000,54.820000,56.042000,56.042000,39297620
2020-04-03,55.950800,56.177000,53.990500,54.894000,54.894000,46268000
2020-04-06,56.900000,59.733000,56.547000,59.346000,59.346000,53294460
2020-04-07,61.050000,61.250000,59.111500,59.325500,59.325500,47746580
2020-04-08,60.325000,60.953500,59.408000,60.514000,60.514000,39502700
2020-04-09,61.204000,61.278500,59.836800,60.572500,60.572500,43508420
2020-04-13,60.459000,61.025500,59.379900,60.878000,60.878000,34796560
2020-04-14,62.254500,64.103500,61.846500,63.461500,63.461500,49407060
2020-04-15,62.280500,64.023000,62.020000,63.123500,63.123500,33434060
2020-04-16,63.705000,63.950000,62.131000,63.173500,63.173500,50361980
2020-04-17,64.242500,64.721500,63.561500,64.162500,64.162500,38980840
2020-04-20,63.550000,64.080000,63.068500,63.330500,63.330500,33909760
2020-04-21,62.350000,62.713500,60.485500,60.817000,60.817000,43060060
2020-04-22,62.277000,64.280700,62.100000,63.160500,63.160500,41862800
2020-04-23,63.577500,64.665500,63.283500,63.815500,63.815500,31324060
2020-04-24,63.058500,64.020000,62.472500,63.965500,63.965500,32807880
2020-04-27,64.800000,64.807500,63.450000,63.794000,63.794000,32011260
2020-04-28,64.396500,64.402500,61.610000,61.683500,61.683500,59026180
2020-04-29,67.073000,67.999500,66.267000,67.074000,67.074000,75872600
2020-04-30,66.244000,67.641000,66.124500,67.433000,67.433000,53378120
2020-05-01,66.425000,67.603500,65.550000,66.030500,66.030500,41452780
2020-05-04,65.411500,66.383000,64.950000,66.340000,66.340000,30080340
2020-05-05,66.896000,68.697000,66.873000,67.555500,67.555500,33030660
2020-05-06,68.084500,68.556000,67.364500,67.365000,67.365000,24308460
2020-05-07,68.297000,68.880000,67.763500,68.628000,68.628000,27995180
2020-05-08,69.156500,69.938000,68.774000,69.418500,69.418500,27761360
2020-05-11,68.914000,70.826500,68.857600,70.163000,70.163000,28242320
2020-05-12,70.356000,70.750000,68.738500,68.787000,68.787000,27812000
2020-05-13,68.852500,69.274100,66.420000,67.466500,67.466500,36251700
2020-05-14,66.751000,67.871000,66.195500,67.806500,67.806500,32061540
2020-05-15,67.500000,68.724000,66.950000,68.659500,68.659500,34154940
2020-05-18,68.087500,69.616300,67.712500,69.197000,69.197000,36479280
2020-05-19,69.349800,69.600000,68.674200,68.674200,68.674200,25612980
2020-05-20,69.479000,70.521000,69.362500,70.336000,70.336000,33107500
2020-05-21,70.400000,70.774500,69.672500,70.140000,70.140000,27703880
2020-05-22,69.835500,70.638000,69.591500,70.521000,70.521000,26188160
2020-05-26,71.863500,72.050000,70.606500,70.851000,70.851000,41212860
2020-05-27,70.862500,71.087000,69.564500,70.892000,70.892000,33722840
2020-05-28,69.843000,72.042000,69.800000,70.836500,70.836500,33879520
2020-05-29,70.847000,71.628500,70.667500,71.446000,71.446000,36761180
2020-06-01,70.919500,71.898000,70.900000,71.591000,71.591000,24342800
2020-06-02,71.527500,71.980500,70.941500,71.961000,71.961000,25562560
2020-06-03,71.915000,72.327600,71.488900,71.819000,71.819000,25123720
2020-06-04,71.520000,71.948000,70.236500,70.609000,70.609000,29685440
2020-06-05,70.658500,72.252500,70.300000,71.919500,71.919500,34704880
2020-06-08,71.117000,72.399500,71.117000,72.330500,72.330500,28083560
2020-06-09,72.268000,73.400000,72.160500,72.808000,72.808000,28184980
2020-06-10,72.977000,73.713000,72.813500,73.292500,73.292500,30503060
2020-06-11,72.124000,72.723800,70.100000,70.192000,70.192000,39826640
2020-06-12,71.424500,71.850000,69.301000,70.659000,70.659000,38927340
2020-06-15,69.540000,71.240000,69.396000,70.992500,70.992500,30121920
2020-06-16,72.261000,72.751000,71.295000,72.136000,72.136000,34232280
2020-06-17,72.358000,73.000000,71.569000,72.556000,72.556000,30992300
2020-06-18,72.458000,72.570500,71.350500,71.798000,71.798000,31638320
2020-06-19,72.200000,72.390000,71.067500,71.586000,71.586000,63157500
2020-06-22,71.450000,72.637500,71.160500,72.593000,72.593000,30848800
2020-06-23,72.782000,73.797000,72.262000,73.220500,73.220500,28595280
2020-06-24,73.075500,73.771000,71.487500,71.598500,71.598500,35120440
2020-06-25,71.495000,72.145000,71.000000,72.066500,72.066500,24609480
2020-06-26,71.569500,71.672500,67.599500,67.995000,67.995000,85353960
2020-06-29,67.909000,69.780000,67.350500,69.748500,69.748500,36203600
2020-06-30,69.522000,70.932500,69.198000,70.680500,70.680500,40847620
2020-07-01,70.555000,72.150000,70.491000,71.902000,71.902000,35503340
2020-07-02,72.347000,74.147500,72.321000,73.235000,73.235000,37189600
2020-07-06,74.003000,75.329500,73.643000,74.785000,74.785000,31279940
2020-07-07,74.500000,75.840000,74.177500,74.259000,74.259000,29163440
2020-07-08,74.716000,75.294000,74.281500,74.800000,74.800000,24993160
2020-07-09,75.322500,76.136000,74.404200,75.549500,75.549500,28466440
2020-07-10,75.307500,77.191500,74.827000,77.087000,77.087000,37134080
2020-07-13,77.500000,78.856600,75.262100,75.567000,75.567000,36928480
2020-07-14,74.515500,76.147500,74.175000,76.029000,76.029000,31700320
2020-07-15,76.156500,76.766500,74.900000,75.682000,75.682000,32213680
2020-07-16,75.000000,75.934500,74.315500,75.900000,75.900000,30386900
2020-07-17,76.081000,76.172000,74.921000,75.777500,75.777500,29140200
2020-07-20,75.763000,78.514500,75.180000,78.286000,78.286000,31145040
2020-07-21,79.349500,79.349500,77.714000,77.921000,77.921000,24372900
2020-07-22,78.025000,78.500000,77.305000,78.424500,78.424500,18639700
2020-07-23,78.348500,78.593500,75.369600,75.784000,75.784000,32552680
2020-07-24,74.946500,75.881800,74.420000,75.593500,75.593500,30888080
2020-07-27,75.780000,77.048500,75.760500,76.510000,76.510000,24919600
2020-07-28,76.259000,76.324000,74.883000,75.017000,75.017000,34043480
2020-07-29,75.316000,76.562600,75.066500,76.101000,76.101000,22130680
2020-07-30,74.850000,76.893500,74.611000,76.572500,76.572500,33427920
2020-07-31,75.250500,75.447500,72.701500,74.148000,74.148000,68580720
2020-08-03,74.332000,74.523500,73.282000,73.722500,73.722500,46630280
2020-08-04,73.828500,74.278000,72.932500,73.248500,73.248500,38069780
2020-08-05,73.465000,74.120500,73.173000,73.680500,73.680500,39599140
2020-08-06,73.587500,75.119500,73.300000,75.005000,75.005000,39907360
2020-08-07,75.000000,75.842300,74.082000,74.724500,74.724500,31556520
2020-08-10,74.359000,75.203800,73.654000,74.805000,74.805000,25790600
2020-08-11,74.622000,75.500000,73.900000,74.016000,74.016000,29087300
2020-08-12,74.279000,75.619300,74.262500,75.331000,75.331000,28753100
2020-08-13,75.517000,76.862500,75.400200,75.922500,75.922500,29104160
2020-08-14,75.783000,76.095000,75.144000,75.386500,75.386500,27104000
2020-08-17,75.733500,76.280500,75.398500,75.899000,75.899000,27572000
2020-08-18,76.309000,78.123500,76.185500,77.930000,77.930000,40541720
2020-08-19,77.665500,78.684000,77.197500,77.376500,77.376500,33212220
2020-08-20,77.172500,79.293500,76.910000,79.087500,79.087500,34137540
2020-08-21,78.851500,79.886000,78.400200,79.021000,79.021000,28929060
2020-08-24,79.699000,80.708500,79.028500,79.410000,79.410000,28204580
2020-08-25,79.103500,80.581000,79.103500,80.411000,80.411000,42641680
2020-08-26,80.400000,82.961000,80.180000,82.619000,82.619000,71621440
2020-08-27,82.684000,82.750000,81.287500,81.716500,81.716500,37232040
2020-08-28,81.674500,82.358500,81.537500,82.220500,82.220500,29995640
2020-08-31,82.394500,82.398200,81.515500,81.709000,81.709000,36468120
2020-09-01,81.831500,83.286500,81.611000,83.035500,83.035500,36533100
2020-09-02,83.688800,86.659000,83.316500,86.414000,86.414000,50223600
2020-09-03,85.485700,85.485700,80.753000,82.092000,82.092000,62155260
2020-09-04,81.213000,82.255500,77.380600,79.552000,79.552000,52171360
2020-09-08,76.675500,78.193300,76.400500,76.619500,76.619500,52217680
2020-09-09,77.876500,78.450000,76.802600,77.848000,77.848000,35494080
2020-09-10,78.032000,79.204000,76.290200,76.601000,76.601000,32371140
2020-09-11,76.800000,78.760000,74.868000,76.036000,76.036000,31941740
2020-09-14,76.950300,78.200000,75.787000,75.964000,75.964000,33931780
2020-09-15,76.800000,77.978500,76.591800,77.072000,77.072000,26621640
2020-09-16,77.777000,78.100000,75.991000,76.045000,76.045000,26245980
2020-09-17,74.800000,75.414900,73.500000,74.776500,74.776500,37595020
2020-09-18,74.900500,75.150200,71.856500,72.999500,72.999500,62077640
2020-09-21,72.003000,72.418000,70.327500,71.558000,71.558000,57776540
2020-09-22,72.504500,73.476000,71.726500,73.273000,73.273000,31664020
2020-09-23,72.939000,73.048000,70.385000,70.760500,70.760500,33147000
2020-09-24,70.551500,72.185400,70.492500,71.414500,71.414500,29004320
2020-09-25,71.631500,72.500000,70.667000,72.248000,72.248000,26467500
2020-09-28,73.710500,73.840000,72.465100,73.226000,73.226000,40158820
2020-09-29,73.519500,73.833200,72.940300,73.466500,73.466500,19582040
2020-09-30,73.340000,74.487500,72.994000,73.480000,73.480000,34032160
2020-10-01,74.213500,74.952000,73.960500,74.504500,74.504500,35589940
2020-10-02,73.101500,74.160000,72.546000,72.921000,72.921000,25681420
2020-10-05,73.310500,74.410500,73.213500,74.301000,74.301000,22265140
2020-10-06,73.779000,74.338000,72.429500,72.672000,72.672000,24908460
2020-10-07,73.214500,73.448000,71.800000,73.014500,73.014500,34923120
2020-10-08,73.254500,74.500000,73.254500,74.296500,74.296500,23756620
2020-10-09,74.735000,75.826000,74.472500,75.761000,75.761000,28710840
2020-10-12,77.150000,79.693000,76.628500,78.457500,78.457500,49651200
2020-10-13,79.186500,79.500000,78.160000,78.584000,78.584000,32020860
2020-10-14,78.929500,79.384200,77.526500,78.404000,78.404000,38619800
2020-10-15,77.357500,78.755200,77.251500,77.956500,77.956500,30816340
2020-10-16,78.292500,79.056500,78.150000,78.650500,78.650500,28702740
2020-10-19,79.023000,79.407500,76.400000,76.730500,76.730500,32141500
2020-10-20,76.352500,78.875000,76.283500,77.796500,77.796500,44851440
2020-10-21,78.666500,80.936500,78.581500,79.665500,79.665500,51366900
2020-10-22,79.652500,81.099500,79.250000,80.766500,80.766500,28680840
2020-10-23,81.303500,82.118000,81.025500,82.050000,82.050000,27516880
2020-10-26,81.250500,81.912000,78.825000,79.522500,79.522500,37065080
2020-10-27,79.783500,80.342300,79.139000,80.213000,80.213000,24580040
2020-10-28,77.987000,78.067500,75.731000,75.831000,75.831000,36679180
2020-10-29,76.118000,79.685500,76.112000,78.362000,78.362000,40061280
2020-10-30,83.605500,84.350000,80.223000,81.050500,81.050500,86617240
2020-11-02,81.408000,83.038500,80.801500,81.301500,81.301500,50708920
2020-11-03,81.589000,83.085000,80.831000,82.510500,82.510500,33233060
2020-11-04,85.514000,88.568300,85.301500,87.456500,87.456500,71418540
2020-11-05,89.050000,89.682000,87.525500,88.168500,88.168500,41316240
2020-11-06,87.697500,88.621500,87.017500,88.087500,88.087500,33224500
2020-11-09,89.545000,90.903000,88.001000,88.150000,88.150000,45365400
2020-11-10,86.554500,88.150000,85.865000,87.019500,87.019500,52722840
2020-11-11,87.500000,88.211000,87.368200,87.635500,87.635500,25279320
2020-11-12,87.381500,88.413500,87.280000,87.492000,87.492000,24975080
2020-11-13,87.881500,89.052000,87.227500,88.851000,88.851000,30011480
2020-11-16,88.585000,89.953500,88.384500,89.069000,89.069000,24935700
2020-11-17,88.847000,89.250000,88.350000,88.507500,88.507500,22942280
2020-11-18,88.261500,88.673500,87.307000,87.339000,87.339000,23469320
2020-11-19,86.919000,88.479500,86.850200,88.196000,88.196000,24998200
2020-11-20,88.260500,88.700000,87.093000,87.109500,87.109500,46273100
2020-11-23,87.480000,87.695000,85.886000,86.743000,86.743000,43239500
2020-11-24,86.525000,88.580000,86.384500,88.444000,88.444000,31594060
2020-11-25,88.644500,88.927000,87.827000,88.571500,88.571500,20922440
2020-11-27,88.654500,90.200000,88.622000,89.659500,89.659500,17698320
2020-11-30,89.059200,89.403200,87.750000,88.037000,88.037000,36476720
2020-12-01,88.718500,91.241500,88.468500,89.905000,89.905000,34780900
2020-12-02,89.905000,91.782500,89.473600,91.397500,91.397500,24440640
2020-12-03,91.200500,92.360000,91.132500,91.338500,91.338500,24545960
2020-12-04,91.226000,91.658000,90.849500,91.399500,91.399500,27563320
2020-12-07,90.950000,91.618500,90.289000,90.974000,90.974000,26411140
2020-12-08,90.505000,91.095000,89.810200,90.927500,90.927500,21903000
2020-12-09,90.600500,91.713500,88.390500,89.206500,89.206500,30138720
2020-12-10,88.490000,89.065500,87.016000,88.766500,88.766500,27256960
2020-12-11,88.153000,89.222500,88.000000,89.088500,89.088500,24413020
2020-12-14,88.750000,89.869500,87.860800,88.003000,88.003000,32003460
2020-12-15,88.221000,88.571000,87.497500,88.388500,88.388500,29645220
2020-12-16,88.644000,88.650000,87.804000,88.150000,88.150000,30270860
2020-12-17,88.425500,88.589200,86.933000,87.395000,87.395000,32494880
2020-12-18,87.709000,87.755500,86.011000,86.550500,86.550500,80327060
2020-12-21,85.675500,87.042500,84.950000,86.968500,86.968500,36567560
2020-12-22,86.721500,86.870200,85.628800,86.175000,86.175000,18766920
2020-12-23,86.405500,87.399500,86.252000,86.619000,86.619000,20678340
2020-12-24,86.750000,87.300000,86.455500,86.942500,86.942500,6935060
2020-12-28,87.581800,89.536400,87.316800,88.804500,88.804500,27860660
2020-12-29,89.389500,89.622000,87.804500,87.936000,87.936000,25987900
2020-12-30,88.100500,88.254800,86.280000,86.976000,86.976000,26122600
2020-12-31,86.771000,87.946500,86.771000,87.594000,87.594000,20244800
2021-01-04,87.877000,88.032500,85.392500,86.412000,86.412000,38037100
2021-01-05,86.250000,87.383500,85.900800,87.046000,87.046000,22906940
2021-01-06,85.131500,87.400000,84.950000,86.764500,86.764500,52042280
2021-01-07,87.003000,89.420000,86.852500,89.362500,89.362500,45300440
2021-01-08,89.399000,90.492000,88.676800,90.360500,90.360500,41020040
2021-01-11,89.303500,89.715800,88.026000,88.336000,88.336000,24194700
2021-01-12,87.696000,88.902000,86.265500,87.327500,87.327500,27153820
2021-01-13,86.929000,88.251800,86.900500,87.720000,87.720000,21882620
2021-01-14,87.681000,88.750500,86.670000,87.009000,87.009000,23589540
2021-01-15,86.909500,87.800000,86.077500,86.809500,86.809500,26843400
2021-01-19,87.612500,90.463800,87.073000,89.543000,89.543000,34692280
2021-01-20,91.573000,95.185500,91.276500,94.345000,94.345000,49805160
2021-01-21,94.900000,96.743000,94.355500,94.562500,94.562500,41278640
2021-01-22,94.784000,95.547500,94.088000,95.052500,95.052500,25444640
2021-01-25,96.033500,96.479000,93.376500,94.970000,94.970000,38546400
2021-01-26,94.442000,96.250000,94.212200,95.862000,95.862000,26262780
2021-01-27,94.126500,94.500000,90.450000,91.539500,91.539500,54965840
2021-01-28,92.197000,94.941500,92.132000,93.155500,93.155500,35462760
2021-01-29,92.308500,92.864000,90.510000,91.787000,91.787000,32251040
2021-02-01,92.678500,96.119600,92.546500,95.067500,95.067500,32043640
2021-02-02,96.128000,97.788000,95.724500,96.375500,96.375500,45474460
2021-02-03,103.650000,105.825000,100.919000,103.504000,103.504000,82363400
2021-02-04,103.444000,103.928000,102.130000,103.118000,103.118000,37046580
2021-02-05,103.500000,105.126000,102.966000,104.900000,104.900000,30702700
2021-02-08,105.295000,106.177000,103.600000,104.646000,104.646000,24848220
2021-02-09,103.927000,105.256000,103.927000,104.176000,104.176000,17797000
2021-02-10,104.710000,105.418000,103.155000,104.769000,104.769000,22709280
2021-02-11,104.976000,105.102000,103.866000,104.794000,104.794000,18913000
2021-02-12,104.512000,105.441000,104.157000,105.206000,105.206000,17117300
2021-02-16,105.218000,107.634000,105.218000,106.095000,106.095000,22676760
2021-02-17,105.000000,106.683000,104.946000,106.416000,106.416000,21418820
2021-02-18,105.520000,106.637000,105.186000,105.860000,105.860000,22437100
2021-02-19,105.964000,106.527000,104.870000,105.057000,105.057000,29152240
2021-02-22,103.350000,104.571000,103.107000,103.244000,103.244000,27350660
2021-02-23,101.250000,104.101000,100.101000,103.543000,103.543000,33347540
2021-02-24,102.092000,105.039000,101.907000,104.758000,104.758000,24966980
2021-02-25,103.372000,104.744000,101.064000,101.568000,101.568000,36568640
2021-02-26,102.526000,103.550000,100.803000,101.843000,101.843000,41676020
2021-03-01,102.826000,104.326000,102.305000,104.076000,104.076000,28102300
2021-03-02,103.810000,105.218000,103.563000,103.792000,103.792000,22691900
2021-03-03,103.360000,104.426000,100.500000,101.336000,101.336000,29683620
2021-03-04,101.168000,104.462000,101.014000,102.455000,102.455000,42360120
2021-03-05,103.656000,105.906000,102.321000,105.427000,105.427000,43904360
2021-03-08,105.056000,106.440000,101.080000,101.208000,101.208000,32948580
2021-03-09,103.500000,103.902000,102.392000,102.635000,102.635000,33946120
2021-03-10,103.588000,103.750000,101.668000,102.752000,102.752000,25371840
2021-03-11,103.703000,106.285000,103.619000,105.738000,105.738000,24781600
2021-03-12,104.250000,104.513000,102.378000,103.096000,103.096000,34515880
2021-03-15,103.115000,103.353000,102.176000,103.324000,103.324000,25966500
2021-03-16,103.949000,106.178000,103.500000,104.626000,104.626000,29831280
2021-03-17,103.802000,105.489000,102.700000,104.554000,104.554000,25980320
2021-03-18,103.050000,103.775000,101.678000,101.811000,101.811000,27248600
2021-03-19,102.102000,102.655000,100.884000,102.160000,102.160000,46297860
2021-03-22,102.092000,102.899000,101.304000,101.929000,101.929000,39096320
2021-03-23,102.585000,103.615000,101.961000,102.648000,102.648000,27339940
2021-03-24,103.268000,103.910000,102.078000,102.253000,102.253000,23080580
2021-03-25,102.240000,102.944000,100.536000,102.218000,102.218000,28378140
2021-03-26,101.943000,102.550000,100.701000,101.778000,101.778000,29876000
2021-03-29,101.394000,102.922000,100.781000,102.797000,102.797000,24595540
2021-03-30,102.882000,103.539000,102.202000,102.777000,102.777000,20735480
2021-03-31,102.956000,104.666000,102.837000,103.432000,103.432000,29198600
2021-04-01,104.898000,107.147000,104.844000,106.888000,106.888000,33979560
2021-04-05,107.647000,111.866000,107.581000,111.278000,111.278000,43297500
2021-04-06,111.125000,111.883000,110.740000,111.238000,111.238000,27060720
2021-04-07,111.306000,112.750000,111.267000,112.484000,112.484000,25797220
2021-04-08,113.898000,114.200000,112.884000,113.272000,113.272000,27165180
2021-04-09,112.835000,114.452000,112.686000,114.294000,114.294000,20887300
2021-04-12,113.312000,113.766000,111.923000,112.739000,112.739000,31317020
2021-04-13,113.074000,113.860000,112.804000,113.364000,113.364000,23316080
2021-04-14,113.758000,113.899000,112.460000,112.742000,112.742000,20219340
2021-04-15,113.849000,115.330000,113.300000,114.833000,114.833000,27472240
2021-04-16,115.150000,115.322000,114.222000,114.888000,114.888000,22601800
2021-04-19,114.599000,115.922000,114.392000,115.120000,115.120000,24688900
2021-04-20,115.394000,115.480000,113.586000,114.682000,114.682000,21774980
2021-04-21,114.262000,114.766000,112.929000,114.664000,114.664000,23934620
2021-04-22,114.662000,115.188000,112.822000,113.396000,113.396000,21096160
2021-04-23,114.173000,116.291000,113.910000,115.765000,115.765000,28703240
2021-04-26,115.996000,117.063000,115.692000,116.337000,116.337000,20833000
2021-04-27,116.800000,116.872000,115.214000,115.356000,115.356000,31971660
2021-04-28,120.357000,122.619000,118.742000,118.996000,118.996000,59728780
2021-04-29,120.516000,121.826000,120.114000,121.494000,121.494000,39553540
2021-04-30,120.224000,121.357000,120.108000,120.506000,120.506000,39142600
2021-05-03,120.136000,120.985000,119.225000,119.758000,119.758000,33787780
2021-05-04,118.487000,118.963000,115.585000,117.712000,117.712000,35120300
2021-05-05,118.421000,119.110000,117.570000,117.837000,117.837000,21805500
2021-05-06,117.532000,119.136000,117.117000,119.068000,119.068000,20617180
2021-05-07,120.000000,120.820000,119.500000,119.934000,119.934000,23277840
2021-05-10,118.744000,118.900000,116.736000,117.083000,117.083000,26005420
2021-05-11,114.593000,116.100000,114.150000,115.438000,115.438000,32110960
2021-05-12,113.086000,114.268000,111.503000,111.954000,111.954000,34933280
2021-05-13,113.054000,113.830000,112.136000,113.098000,113.098000,26670160
2021-05-14,114.592000,116.057000,114.166000,115.808000,115.808000,26624960
2021-05-17,115.466000,116.167000,114.750000,116.070000,116.070000,19848320
2021-05-18,116.845000,117.158000,115.158000,115.172000,115.172000,17302380
2021-05-19,113.220000,115.838000,113.176000,115.436000,115.436000,19350880
2021-05-20,116.402000,118.017000,116.054000,117.804000,117.804000,23831860
2021-05-21,118.300000,118.450000,117.118000,117.255000,117.255000,22832640
2021-05-24,118.350000,120.924000,118.006000,120.334000,120.334000,21243780
2021-05-25,121.000000,121.644000,120.149000,120.454000,120.454000,18838560
2021-05-26,120.642000,122.147000,120.626000,121.676000,121.676000,21856380
2021-05-27,121.847000,122.000000,120.100000,120.126000,120.126000,38962260
2021-05-28,121.098000,121.407000,120.384000,120.578000,120.578000,24107640
2021-06-01,121.100000,121.899000,120.244000,121.490000,121.490000,19165780
2021-06-02,121.766000,122.100000,120.210000,121.064000,121.064000,17162100
2021-06-03,119.751000,120.487000,119.142000,120.230000,120.230000,18345820
2021-06-04,121.126000,122.693000,120.888000,122.588000,122.588000,25948680
2021-06-07,122.566000,123.400000,122.054000,123.304000,123.304000,23849060
2021-06-08,123.995000,124.725000,123.412000,124.142000,124.142000,25065060
2021-06-09,124.975000,125.250000,124.366000,124.570000,124.570000,20126740
2021-06-10,124.700000,126.163000,124.700000,126.080000,126.080000,31234660
2021-06-11,126.246000,126.349000,124.914000,125.696000,125.696000,25246180
2021-06-14,125.670000,126.412000,125.047000,126.352000,126.352000,22550440
2021-06-15,126.522000,126.862000,125.648000,126.033000,126.033000,22182600
2021-06-16,126.247000,126.523000,124.150000,125.696000,125.696000,26316760
2021-06-17,125.523000,127.196000,125.515000,126.371000,126.371000,25755820
2021-06-18,125.706000,126.389000,124.603000,125.568000,125.568000,53306200
2021-06-21,125.740000,127.037000,125.134000,126.455000,126.455000,26256520
2021-06-22,126.450000,127.270000,126.027000,126.999000,126.999000,20986200
2021-06-23,126.550000,127.796000,126.252000,126.462000,126.462000,19693160
2021-06-24,127.054000,127.536000,126.960000,127.282000,127.282000,18933240
2021-06-25,126.957000,127.505000,126.444000,126.995000,126.995000,33485940
2021-06-28,127.000000,127.337000,125.974000,126.819000,126.819000,28110860
2021-06-29,126.772000,127.000000,125.437000,126.018000,126.018000,20949560
2021-06-30,125.654000,125.800000,124.758000,125.316000,125.316000,24009560
2021-07-01,124.850000,126.462000,124.850000,126.368000,126.368000,17124600
2021-07-02,126.840000,128.848000,126.769000,128.719000,128.719000,21165120
2021-07-06,129.450000,129.884000,128.409000,129.771000,129.771000,21350340
2021-07-07,130.341000,130.640000,129.760000,130.078000,130.078000,16683720
2021-07-08,128.250000,130.032000,128.040000,129.177000,129.177000,19779500
2021-07-09,128.944000,129.849000,128.944000,129.574000,129.574000,15109320
2021-07-12,129.834000,130.770000,129.600000,130.564000,130.564000,16950920
2021-07-13,130.882000,132.042000,130.637000,130.994000,130.994000,16617960
2021-07-14,131.902000,132.996000,131.898000,132.082000,132.082000,17918540
2021-07-15,132.500000,132.595000,130.598000,131.266000,131.266000,16586320
